valor,pais_origem,pais_destino,hora,historico,risco
48382,Brasil,Brasil,5,medio,medio
24647,EUA,Brasil,11,bom,medio
116329,Nigéria,Brasil,1,medio,medio
189114,China,Alemanha,8,ruim,medio
33947,EUA,China,3,ruim,medio
100202,Brasil,Brasil,19,medio,medio
5771,Alemanha,Nigéria,20,bom,medio
20425,China,EUA,16,ruim,medio
11422,China,Alemanha,13,bom,medio
212580,Nigéria,EUA,17,ruim,medio
98952,Alemanha,EUA,21,ruim,medio
4889,China,Nigéria,4,bom,medio
387936,Nigéria,Nigéria,18,medio,medio
71882,China,EUA,12,medio,medio
231401,Nigéria,Alemanha,3,medio,medio
72054,Brasil,Brasil,21,medio,medio
56477,Brasil,Nigéria,19,medio,medio
332841,Nigéria,Alemanha,3,medio,medio
88094,China,Alemanha,20,medio,medio
437,China,EUA,19,bom,baixo
348,China,EUA,0,bom,baixo
81059,Brasil,EUA,9,medio,medio
182806,Nigéria,Nigéria,10,ruim,medio
307260,Brasil,Nigéria,22,ruim,medio
4556,China,Alemanha,12,bom,medio
208561,EUA,China,18,medio,medio
79445,China,Brasil,14,ruim,medio
58233,EUA,Nigéria,14,medio,medio
61380,China,China,12,medio,medio
223967,Alemanha,EUA,0,medio,medio
14908,Alemanha,China,20,bom,medio
4203,Alemanha,Brasil,20,bom,medio
154920,Nigéria,China,16,medio,medio
2246936,Nigéria,Brasil,3,medio,medio
30739,EUA,Alemanha,8,medio,medio
210082,EUA,China,13,medio,medio
28563,Brasil,EUA,8,bom,medio
19340,Brasil,China,8,bom,medio
45304,Brasil,Brasil,5,medio,medio
38431,China,Alemanha,13,medio,medio
197733,Nigéria,Alemanha,2,medio,medio
10875,EUA,EUA,11,bom,medio
79132,Alemanha,EUA,14,medio,medio
149957,China,Alemanha,21,medio,medio
142060,EUA,EUA,20,medio,medio
371087,Brasil,Alemanha,5,ruim,medio
31189,Brasil,Nigéria,6,medio,medio
1749,Brasil,Brasil,8,bom,baixo
84038,Alemanha,EUA,8,medio,medio
9670,Nigéria,EUA,0,bom,medio
4284,China,Alemanha,19,bom,medio
19830,EUA,Nigéria,11,bom,medio
5584,Nigéria,EUA,3,bom,medio
4554,EUA,China,6,bom,medio
972818,EUA,Nigéria,12,medio,medio
149104,Alemanha,Brasil,9,medio,medio
102341,Brasil,EUA,2,medio,medio
175242,Alemanha,Nigéria,13,medio,medio
367317,Nigéria,Nigéria,22,medio,medio
157824,China,Alemanha,7,medio,medio
149423,EUA,Brasil,5,medio,medio
235342,China,China,4,ruim,medio
2752,Alemanha,EUA,1,bom,baixo
332520,Alemanha,EUA,23,ruim,medio
38249,China,Nigéria,5,bom,medio
3974,Alemanha,Alemanha,4,bom,baixo
433695,Nigéria,EUA,1,medio,medio
2316,Nigéria,Alemanha,20,bom,baixo
24497,Alemanha,Alemanha,2,medio,medio
16578,Alemanha,Nigéria,2,medio,medio
5511,Alemanha,Nigéria,21,bom,medio
271616,EUA,Nigéria,7,ruim,medio
76391,Nigéria,China,9,bom,medio
27407,Brasil,China,23,bom,medio
4395,China,Brasil,17,bom,medio
139734,China,Alemanha,17,medio,medio
256019,Alemanha,Alemanha,5,medio,medio
2088,China,Nigéria,4,bom,baixo
235008,Alemanha,EUA,4,ruim,medio
50763,Nigéria,Nigéria,1,medio,medio
4566,China,Alemanha,12,bom,medio
35155,Nigéria,Brasil,16,bom,medio
364108,Alemanha,Alemanha,10,medio,medio
167262,Brasil,Brasil,10,medio,medio
139378,EUA,Nigéria,18,medio,medio
62691,Brasil,China,20,ruim,medio
13391,EUA,China,17,medio,medio
2676,EUA,Brasil,19,bom,baixo
946189,Nigéria,Alemanha,20,medio,medio
37387,Alemanha,Brasil,7,bom,medio
276339,Alemanha,Nigéria,9,medio,medio
6971,EUA,Nigéria,3,bom,medio
105140,Brasil,Brasil,10,medio,medio
180012,China,Alemanha,3,medio,medio
134542,Alemanha,Alemanha,9,medio,medio
73238,Brasil,EUA,23,ruim,medio
38120,Alemanha,Nigéria,7,bom,medio
712682,China,EUA,13,medio,medio
6809,Alemanha,Nigéria,20,bom,medio
113347,Alemanha,Nigéria,17,medio,medio
303050,Brasil,Brasil,1,medio,medio
24178,China,Nigéria,0,medio,medio
8268,Alemanha,China,5,bom,medio
195416,China,China,2,medio,medio
407926,China,Nigéria,20,ruim,medio
315193,China,Brasil,23,medio,medio
5969,Nigéria,China,22,bom,medio
2943,Nigéria,EUA,13,bom,baixo
18902,Nigéria,Nigéria,2,ruim,medio
2550,Nigéria,Alemanha,22,bom,baixo
364025,China,Alemanha,14,medio,medio
236905,China,China,21,medio,medio
4452,EUA,Alemanha,14,bom,medio
17242,China,China,16,bom,medio
26384,Nigéria,Nigéria,8,medio,medio
319300,China,Alemanha,12,medio,medio
418947,EUA,EUA,11,medio,medio
258888,EUA,EUA,15,medio,medio
159104,China,China,10,medio,medio
80902,Brasil,EUA,20,medio,medio
74669,Alemanha,Brasil,21,medio,medio
132233,Brasil,Brasil,18,ruim,medio
2765,Nigéria,China,7,bom,baixo
5640,Alemanha,Nigéria,3,bom,medio
19502,Brasil,Nigéria,17,bom,medio
99943,Nigéria,China,17,ruim,medio
1814449,China,Alemanha,1,medio,medio
204919,Nigéria,Alemanha,5,ruim,medio
17671,Brasil,EUA,22,bom,medio
59936,EUA,EUA,5,medio,medio
4105,China,Brasil,3,bom,medio
7166,EUA,EUA,16,bom,medio
200008,China,China,1,medio,medio
410078,China,Alemanha,18,medio,medio
272320,China,EUA,18,ruim,medio
280126,EUA,Alemanha,19,medio,medio
21301,Brasil,Alemanha,0,ruim,medio
136149,EUA,Brasil,18,ruim,medio
104362,China,China,21,ruim,medio
7096,Alemanha,Alemanha,21,medio,medio
2370261,Alemanha,Nigéria,6,medio,medio
469989,China,Brasil,7,medio,medio
73418,Nigéria,Brasil,20,medio,medio
160545,Alemanha,Nigéria,11,ruim,medio
50276,EUA,Alemanha,14,ruim,medio
30508,China,Alemanha,23,bom,medio
3546,Brasil,Nigéria,4,bom,baixo
1162218,China,China,10,medio,medio
7160,Brasil,Brasil,23,bom,medio
108214,Brasil,China,8,medio,medio
325117,Alemanha,China,22,ruim,medio
4251270,Brasil,Alemanha,17,medio,medio
36045,EUA,China,20,bom,medio
208715,Alemanha,Alemanha,21,ruim,medio
264659,Alemanha,Alemanha,4,medio,medio
361020,Brasil,China,8,medio,medio
71325,China,Nigéria,15,medio,medio
3126,EUA,China,13,bom,baixo
33486,EUA,China,5,medio,medio
8976,EUA,Alemanha,10,bom,medio
167341,China,Alemanha,14,ruim,medio
37758,EUA,China,14,ruim,medio
18152,EUA,EUA,22,medio,medio
23016,Brasil,Nigéria,9,bom,medio
126159,Nigéria,Nigéria,20,ruim,medio
10003,Brasil,Nigéria,5,bom,medio
308404,China,EUA,5,medio,medio
18774,EUA,Nigéria,14,bom,medio
157059,EUA,EUA,17,medio,medio
174889,Brasil,Alemanha,10,medio,medio
1161720,China,Brasil,20,medio,medio
126888,China,Brasil,23,medio,medio
312278,Alemanha,China,6,ruim,medio
22663,Brasil,Brasil,10,bom,medio
19960,Nigéria,Alemanha,22,bom,medio
8797,Alemanha,EUA,12,bom,medio
12497,Alemanha,Nigéria,13,bom,medio
3428,Alemanha,Nigéria,14,bom,baixo
259567,Alemanha,China,5,medio,medio
218395,Brasil,Alemanha,18,medio,medio
6116,Brasil,Alemanha,16,bom,medio
1171247,Alemanha,China,1,medio,medio
20517,China,Alemanha,5,ruim,medio
46457,Alemanha,China,11,medio,medio
159059,EUA,Brasil,6,ruim,medio
1074237,China,EUA,20,medio,medio
76095,Alemanha,Nigéria,3,medio,medio
3967,Brasil,EUA,14,medio,baixo
25003,Alemanha,China,19,bom,medio
301161,Brasil,Nigéria,23,ruim,medio
12680,China,China,3,bom,medio
1988153,Brasil,Alemanha,20,medio,medio
1653,Brasil,Brasil,18,bom,baixo
58305,Alemanha,Nigéria,19,ruim,medio
1903,EUA,EUA,18,bom,baixo
5229,Nigéria,Nigéria,21,medio,medio
3241,Brasil,Alemanha,4,bom,baixo
11965,EUA,China,8,medio,medio
297538,Alemanha,Brasil,6,medio,medio
97285,Nigéria,Brasil,16,ruim,medio
1456299,Brasil,Brasil,1,medio,medio
2003,Brasil,Nigéria,2,bom,baixo
91933,Nigéria,Brasil,22,medio,medio
9850,Alemanha,Nigéria,0,bom,medio
121217,EUA,Brasil,14,medio,medio
14297,China,China,23,bom,medio
1350,China,Nigéria,19,bom,baixo
5199,China,EUA,15,bom,medio
113679,EUA,China,15,medio,medio
8123,Alemanha,EUA,2,bom,medio
24088,EUA,Brasil,21,medio,medio
50126,Brasil,Nigéria,7,ruim,medio
299822,Brasil,Nigéria,14,medio,medio
4014,EUA,Brasil,9,bom,medio
16306,Alemanha,EUA,12,bom,medio
101353,China,Nigéria,16,ruim,medio
71,Nigéria,Alemanha,1,bom,baixo
594383,Nigéria,Brasil,12,medio,medio
110434,EUA,EUA,4,medio,medio
195955,Nigéria,China,13,medio,medio
13595,Alemanha,EUA,7,bom,medio
1104,China,China,11,bom,baixo
48024,EUA,China,7,ruim,medio
24381,Brasil,China,5,bom,medio
413697,EUA,EUA,1,medio,medio
70721,Nigéria,China,11,ruim,medio
12412,Nigéria,Brasil,17,bom,medio
213581,EUA,Alemanha,20,medio,medio
89602,China,Nigéria,6,medio,medio
1574,Brasil,EUA,22,bom,baixo
9895,Alemanha,China,2,bom,medio
97366,Nigéria,EUA,11,ruim,medio
2305,Alemanha,EUA,21,bom,baixo
10159,Brasil,Nigéria,22,bom,medio
33910,China,China,18,bom,medio
375359,China,Brasil,22,medio,medio
11907,Nigéria,Alemanha,19,bom,medio
69979,Alemanha,EUA,23,ruim,medio
5819,Alemanha,EUA,6,bom,medio
94595,China,Brasil,23,ruim,medio
241554,EUA,EUA,18,medio,medio
156719,EUA,EUA,7,medio,medio
10014,EUA,Brasil,12,medio,medio
123,Alemanha,EUA,4,bom,baixo
3601,China,Brasil,20,bom,baixo
307669,Alemanha,Alemanha,22,ruim,medio
18104,Alemanha,EUA,9,ruim,medio
3235,EUA,Nigéria,2,medio,baixo
30495,Brasil,Alemanha,3,bom,medio
39488,EUA,China,14,medio,medio
27249,China,Nigéria,20,bom,medio
3868,China,Brasil,0,bom,baixo
2167,Brasil,Alemanha,15,bom,baixo
57145,Brasil,China,8,medio,medio
10269,EUA,Alemanha,5,bom,medio
1314,EUA,Brasil,18,bom,baixo
58741,China,Nigéria,22,ruim,medio
15101,Brasil,China,15,bom,medio
311784,Brasil,Alemanha,18,ruim,medio
1266,Alemanha,Alemanha,17,bom,baixo
280713,EUA,Alemanha,22,medio,medio
63744,China,EUA,5,ruim,medio
93144,China,China,17,medio,medio
9074,EUA,EUA,17,bom,medio
784353,EUA,China,4,medio,medio
222798,Alemanha,Brasil,6,ruim,medio
34382,Alemanha,Nigéria,4,medio,medio
659,China,Brasil,4,bom,baixo
56346,EUA,Alemanha,9,medio,medio
118832,Alemanha,China,17,medio,medio
175969,Nigéria,Brasil,11,medio,medio
160136,Nigéria,EUA,1,medio,medio
28637,EUA,China,6,ruim,medio
16853,Brasil,Alemanha,1,bom,medio
117385,China,Brasil,23,ruim,medio
136013,EUA,Nigéria,3,medio,medio
15875,China,Nigéria,1,bom,medio
7686,China,Brasil,19,bom,medio
59222,Alemanha,Alemanha,18,medio,medio
412066,Brasil,Nigéria,12,medio,medio
23695,Alemanha,Nigéria,10,bom,medio
69331,China,EUA,5,ruim,medio
2457,China,Alemanha,13,bom,baixo
308620,Alemanha,Brasil,4,ruim,medio
154718,China,Nigéria,8,ruim,medio
382452,EUA,Brasil,19,medio,medio
72221,EUA,Brasil,23,medio,medio
209715,Alemanha,Alemanha,7,medio,medio
7833,Alemanha,Nigéria,13,bom,medio
10622,Alemanha,China,9,bom,medio
519429,EUA,Brasil,11,medio,medio
660360,China,Alemanha,1,medio,medio
21063,Alemanha,Alemanha,20,bom,medio
90596,Nigéria,Nigéria,5,ruim,medio
31384,Nigéria,Alemanha,15,medio,medio
111467,EUA,Brasil,2,medio,medio
106387,Nigéria,EUA,15,medio,medio
17610,China,Nigéria,1,bom,medio
88676,Alemanha,Alemanha,6,medio,medio
136768,Alemanha,China,11,medio,medio
44541,Nigéria,Nigéria,7,medio,medio
165122,China,Alemanha,9,medio,medio
4269,Nigéria,Alemanha,13,bom,medio
15787,EUA,China,10,bom,medio
34483,China,Brasil,13,medio,medio
13780,Brasil,China,13,bom,medio
166975,Alemanha,Nigéria,0,medio,medio
10,Alemanha,Brasil,8,bom,baixo
42844,Brasil,EUA,6,bom,medio
40038,Alemanha,Brasil,20,medio,medio
202764,EUA,China,13,medio,medio
354,China,Nigéria,3,bom,baixo
265370,Alemanha,Brasil,23,ruim,medio
24980,Brasil,Nigéria,16,ruim,medio
3042,Alemanha,Nigéria,19,bom,baixo
13730,Alemanha,EUA,13,bom,medio
27468,EUA,China,13,bom,medio
281,China,Nigéria,21,bom,baixo
175807,Nigéria,China,10,medio,medio
21167,EUA,EUA,8,bom,medio
20591,EUA,Nigéria,10,bom,medio
3331,Nigéria,China,14,bom,baixo
263598,China,Brasil,20,ruim,medio
10679,Alemanha,China,8,bom,medio
127191,China,EUA,9,medio,medio
10564,Alemanha,EUA,16,ruim,medio
9864,Nigéria,Brasil,7,bom,medio
54921,Brasil,Alemanha,1,medio,medio
199933,EUA,China,10,medio,medio
21106,Nigéria,Alemanha,4,bom,medio
35560,Nigéria,China,10,bom,medio
78458,Alemanha,Alemanha,1,ruim,medio
1122799,EUA,Nigéria,1,medio,medio
26461,Nigéria,Brasil,17,bom,medio
18971,Brasil,EUA,14,bom,medio
969,China,Nigéria,23,bom,baixo
335097,EUA,Nigéria,8,medio,medio
25497,Alemanha,Alemanha,22,ruim,medio
173208,EUA,EUA,16,medio,medio
63233,EUA,Nigéria,6,medio,medio
27030,Alemanha,China,5,ruim,medio
198201,Brasil,Nigéria,14,medio,medio
320043,China,Nigéria,3,ruim,medio
106254,Brasil,Brasil,15,medio,medio
287751,EUA,Alemanha,0,ruim,medio
174220,Alemanha,Nigéria,16,ruim,medio
46884,Nigéria,Alemanha,21,ruim,medio
152555,China,Nigéria,13,medio,medio
12030,Alemanha,Nigéria,22,bom,medio
4774,Brasil,Alemanha,21,bom,medio
10000000,Alemanha,China,10,medio,medio
122096,EUA,EUA,14,medio,medio
178774,EUA,EUA,22,medio,medio
17808,China,Nigéria,14,medio,medio
32045,Brasil,Brasil,7,medio,medio
12315,EUA,Alemanha,11,bom,medio
49399,China,Brasil,4,ruim,medio
2026,EUA,Alemanha,3,bom,baixo
13102,Alemanha,Alemanha,18,bom,medio
466010,China,EUA,11,ruim,medio
636942,Alemanha,Alemanha,13,medio,alto
89457,China,Brasil,21,ruim,medio
6219,Nigéria,China,21,ruim,medio
119362,Brasil,EUA,2,medio,medio
89650,EUA,EUA,3,ruim,medio
33530,China,EUA,16,medio,medio
269750,Alemanha,Brasil,16,medio,medio
24936,Alemanha,China,3,bom,medio
157681,Brasil,Brasil,23,medio,medio
47033,Brasil,Nigéria,19,ruim,medio
45035,Alemanha,China,11,ruim,medio
26292,Brasil,EUA,16,bom,medio
406,China,EUA,15,bom,baixo
106585,Brasil,Nigéria,14,medio,medio
5165,Alemanha,Brasil,0,bom,medio
2681,Brasil,Brasil,22,bom,baixo
2400,Nigéria,Nigéria,16,bom,baixo
49596,Nigéria,Alemanha,6,medio,medio
2092,EUA,Brasil,19,bom,baixo
7035,China,Brasil,7,bom,medio
960,Nigéria,Brasil,15,bom,baixo
10015,China,Nigéria,1,bom,medio
124575,Nigéria,EUA,9,medio,medio
61424,China,Brasil,15,medio,medio
587787,China,Nigéria,3,medio,medio
62295,Nigéria,Brasil,6,ruim,medio
111778,China,Nigéria,2,medio,medio
377577,Brasil,Nigéria,10,medio,medio
17441,Nigéria,EUA,7,bom,medio
11002,Alemanha,Alemanha,4,bom,medio
126790,Nigéria,China,22,medio,medio
113963,China,China,4,medio,medio
199798,Alemanha,EUA,23,medio,medio
4110,EUA,China,18,bom,medio
989,China,Brasil,7,bom,baixo
405267,China,Alemanha,1,medio,medio
22674,Brasil,Nigéria,19,bom,medio
52421,EUA,EUA,8,medio,medio
5195,Nigéria,Nigéria,19,bom,medio
88623,Nigéria,Brasil,21,medio,medio
2151,Brasil,Brasil,1,bom,baixo
100760,China,Brasil,7,medio,medio
206460,Brasil,Alemanha,7,medio,medio
232566,EUA,China,21,ruim,medio
417103,Brasil,China,19,ruim,medio
169075,China,Alemanha,19,ruim,medio
209264,Alemanha,China,16,medio,medio
664908,China,Brasil,9,medio,medio
1979,Alemanha,EUA,21,bom,baixo
5513,Nigéria,China,23,bom,medio
23373,Nigéria,China,20,ruim,medio
216818,Alemanha,China,12,medio,medio
1296,Brasil,Brasil,11,bom,baixo
86304,Alemanha,China,15,ruim,medio
5238,Brasil,Nigéria,4,bom,medio
147582,Brasil,Alemanha,19,ruim,medio
11835,Nigéria,Brasil,11,bom,medio
2017,EUA,China,23,bom,baixo
89200,EUA,Alemanha,15,ruim,medio
230111,Nigéria,EUA,0,medio,medio
657,Alemanha,EUA,18,bom,baixo
55829,Alemanha,EUA,6,medio,medio
22606,China,China,17,medio,medio
13049,EUA,Brasil,23,bom,medio
144996,China,EUA,0,medio,medio
170131,Brasil,EUA,10,medio,medio
26730,Alemanha,Nigéria,15,medio,medio
9127,EUA,Alemanha,18,medio,medio
139381,EUA,Alemanha,19,medio,medio
86826,Nigéria,EUA,11,medio,medio
143196,Brasil,Brasil,2,medio,medio
150632,Nigéria,China,10,medio,medio
519073,EUA,EUA,4,medio,medio
2277119,China,Alemanha,18,medio,medio
299265,Brasil,EUA,12,medio,medio
2468,Nigéria,Nigéria,17,bom,baixo
152741,Alemanha,Brasil,23,medio,medio
9253,Brasil,Brasil,6,bom,medio
15154,Brasil,China,7,ruim,medio
401037,EUA,China,3,ruim,medio
7123,Alemanha,EUA,5,bom,medio
291184,EUA,EUA,17,medio,medio
87737,Alemanha,Nigéria,15,medio,medio
69755,Alemanha,Alemanha,14,ruim,medio
121714,Nigéria,Brasil,18,ruim,medio
2089,EUA,China,17,bom,baixo
58150,Brasil,Alemanha,3,medio,medio
25932,China,EUA,10,bom,medio
72298,Brasil,China,2,ruim,medio
55676,EUA,EUA,3,medio,medio
43639,Brasil,China,6,ruim,medio
499,China,Nigéria,7,ruim,baixo
36139,Alemanha,Alemanha,11,ruim,medio
7710,China,EUA,5,bom,medio
64772,Alemanha,China,6,medio,medio
29599,China,Brasil,6,bom,medio
115470,Nigéria,EUA,15,medio,medio
205529,Alemanha,Brasil,12,medio,medio
17343,Brasil,Alemanha,14,bom,medio
454904,Brasil,Alemanha,19,medio,medio
180892,Alemanha,Brasil,16,medio,medio
46698,Alemanha,Brasil,22,bom,medio
12499,China,China,0,bom,medio
15497,EUA,Alemanha,6,bom,medio
383888,EUA,China,11,ruim,medio
23571,China,Alemanha,16,medio,medio
92422,China,Brasil,23,medio,medio
135380,Nigéria,China,6,medio,medio
159590,Alemanha,Alemanha,7,ruim,medio
20110,Nigéria,China,22,medio,medio
177625,Brasil,Nigéria,13,ruim,medio
6034,EUA,Nigéria,10,bom,medio
156701,Nigéria,Alemanha,8,medio,medio
69973,Brasil,EUA,5,medio,medio
78154,Alemanha,Alemanha,23,medio,medio
575387,Nigéria,Alemanha,13,medio,medio
148317,EUA,EUA,14,medio,medio
168023,Alemanha,Brasil,8,ruim,medio
15139,Nigéria,Alemanha,17,medio,medio
1432,China,Alemanha,6,bom,baixo
12229,China,China,19,bom,medio
99786,Alemanha,China,6,ruim,medio
291220,EUA,EUA,16,ruim,medio
1874,Brasil,EUA,19,bom,baixo
165946,Alemanha,Nigéria,19,ruim,medio
84320,Nigéria,EUA,3,ruim,medio
93461,Brasil,Brasil,10,ruim,medio
5649,EUA,China,1,medio,medio
244318,Brasil,EUA,11,medio,medio
245119,Nigéria,Nigéria,12,medio,medio
180847,Nigéria,EUA,22,medio,medio
281244,Nigéria,China,22,medio,medio
108128,EUA,China,8,medio,medio
16114,China,Alemanha,22,bom,medio
71561,Brasil,Alemanha,2,ruim,medio
31643,China,Brasil,22,medio,medio
146890,Brasil,Nigéria,8,medio,medio
65681,EUA,Nigéria,10,ruim,medio
245467,China,EUA,4,ruim,medio
331433,EUA,EUA,2,medio,medio
71952,Brasil,China,5,ruim,medio
134992,Nigéria,Nigéria,17,ruim,medio
78910,Alemanha,Alemanha,7,ruim,medio
291539,Nigéria,EUA,8,medio,medio
131033,Alemanha,EUA,22,ruim,medio
10388,EUA,Alemanha,13,ruim,medio
26540,China,Nigéria,18,bom,medio
72408,Alemanha,Nigéria,22,ruim,medio
4839,EUA,EUA,22,bom,medio
45702,Nigéria,China,12,medio,medio
28536,Brasil,Nigéria,22,medio,medio
97773,China,China,9,ruim,medio
78532,EUA,Brasil,14,ruim,medio
23172,Alemanha,Nigéria,6,bom,medio
39959,Alemanha,China,10,medio,medio
11329,EUA,EUA,16,medio,medio
225654,Brasil,Brasil,21,medio,medio
36770,China,Alemanha,0,ruim,medio
150720,China,Brasil,0,ruim,medio
5541,EUA,EUA,21,bom,medio
122694,China,China,14,ruim,medio
1268438,Brasil,China,23,medio,medio
8069,EUA,EUA,9,bom,medio
140878,Brasil,Nigéria,16,ruim,medio
2301,China,China,10,bom,baixo
12713,China,Brasil,9,bom,medio
459619,EUA,China,12,medio,medio
7189,Alemanha,China,4,bom,medio
286579,EUA,Nigéria,9,medio,medio
8317,Alemanha,Alemanha,2,bom,medio
37267,Alemanha,Brasil,19,medio,medio
75219,Alemanha,Nigéria,16,ruim,medio
480481,EUA,EUA,9,medio,medio
136697,Alemanha,Brasil,2,medio,medio
56487,Nigéria,China,8,medio,medio
2117,Nigéria,EUA,5,bom,baixo
16179,Nigéria,China,20,bom,medio
105194,China,Brasil,22,medio,medio
393782,Alemanha,Nigéria,11,ruim,medio
3910,Alemanha,China,1,bom,baixo
21247,Nigéria,Alemanha,12,bom,medio
315317,China,Nigéria,4,ruim,medio
19294,Nigéria,Alemanha,15,bom,medio
133145,Nigéria,Nigéria,2,ruim,medio
39237,China,EUA,10,ruim,medio
218458,China,Brasil,16,ruim,medio
108731,Nigéria,EUA,19,medio,medio
231973,China,Alemanha,12,medio,medio
4483,Alemanha,EUA,2,bom,medio
265526,China,China,19,ruim,medio
421897,Nigéria,Alemanha,16,medio,medio
368337,China,Brasil,19,ruim,medio
284886,China,Brasil,7,medio,medio
172033,Brasil,EUA,16,medio,medio
14147,EUA,EUA,12,bom,medio
2374,EUA,China,6,bom,baixo
116954,Nigéria,Alemanha,6,ruim,medio
408,Alemanha,Alemanha,8,bom,baixo
571175,Alemanha,Nigéria,11,medio,medio
3982,Brasil,China,8,bom,baixo
148083,EUA,Alemanha,12,medio,medio
3383,Nigéria,Brasil,2,bom,baixo
110754,Brasil,Nigéria,3,ruim,medio
21019,Alemanha,Brasil,19,medio,medio
25674,Alemanha,Brasil,10,medio,medio
2474,Alemanha,Alemanha,4,bom,baixo
764031,Brasil,EUA,4,medio,medio
25680,China,Alemanha,15,medio,medio
113568,Brasil,Nigéria,12,medio,medio
492503,EUA,Nigéria,23,medio,medio
814341,China,Brasil,9,medio,medio
225755,Nigéria,EUA,19,medio,medio
10537,Alemanha,China,4,bom,medio
47718,Alemanha,Brasil,0,medio,medio
8034,China,Nigéria,7,bom,medio
121484,Alemanha,EUA,20,medio,medio
20580,China,EUA,5,bom,medio
152540,EUA,Brasil,17,medio,medio
5950,EUA,Alemanha,14,bom,medio
55170,EUA,Alemanha,23,medio,medio
3434,China,China,19,bom,baixo
9169,EUA,China,22,bom,medio
239305,Alemanha,Nigéria,0,medio,medio
1627300,Nigéria,China,6,medio,medio
92979,Alemanha,Alemanha,1,medio,medio
260898,Brasil,EUA,1,medio,medio
24203,Brasil,China,23,medio,medio
273323,EUA,Alemanha,11,medio,medio
266432,Nigéria,EUA,20,ruim,medio
184325,Nigéria,EUA,3,medio,medio
122,EUA,Nigéria,1,bom,baixo
44923,Alemanha,EUA,15,ruim,medio
90365,Alemanha,EUA,4,medio,medio
113758,Nigéria,EUA,8,medio,medio
404099,China,China,10,ruim,medio
17857,Nigéria,Brasil,9,ruim,medio
1186271,Nigéria,EUA,13,medio,medio
2820,EUA,EUA,16,bom,baixo
23494,EUA,Brasil,4,bom,medio
92673,Alemanha,Brasil,22,medio,medio
3720,Brasil,Alemanha,2,bom,baixo
18086,Brasil,EUA,16,ruim,medio
169359,Alemanha,Alemanha,17,ruim,medio
54484,China,Alemanha,10,medio,medio
9480,Nigéria,Alemanha,1,bom,medio
9546,Nigéria,China,12,bom,medio
2532,Brasil,Brasil,22,bom,baixo
240662,EUA,Brasil,3,ruim,medio
38484,Nigéria,China,11,bom,medio
236063,Brasil,Brasil,13,medio,medio
123477,Brasil,Brasil,21,medio,medio
5777,Alemanha,Nigéria,0,bom,medio
31675,Brasil,Nigéria,20,ruim,medio
2416573,Nigéria,Nigéria,20,medio,medio
495957,Alemanha,Alemanha,15,ruim,medio
17783,Brasil,China,21,medio,medio
11000,China,Nigéria,19,ruim,medio
151736,Alemanha,China,10,medio,medio
74278,China,Nigéria,0,medio,medio
36989,China,Alemanha,22,bom,medio
435,Brasil,EUA,10,bom,baixo
17470,Brasil,Alemanha,12,bom,medio
20659,China,Brasil,16,bom,medio
8355,China,Alemanha,17,bom,medio
16896,Nigéria,Brasil,6,bom,medio
289019,China,Brasil,15,ruim,medio
30173,Alemanha,Brasil,6,bom,medio
291438,Brasil,Nigéria,13,ruim,medio
2060748,China,Alemanha,15,medio,alto
131914,Alemanha,Nigéria,5,medio,medio
107203,Alemanha,Brasil,16,medio,medio
114092,EUA,Nigéria,19,medio,medio
6284,Brasil,Brasil,18,bom,medio
84002,China,Alemanha,20,ruim,medio
11850,Brasil,Brasil,6,ruim,medio
12253,Brasil,Nigéria,22,bom,medio
713863,Brasil,EUA,7,medio,medio
8185,EUA,China,17,bom,medio
124217,Brasil,EUA,21,ruim,medio
157780,Alemanha,Alemanha,23,medio,medio
365025,Alemanha,Nigéria,17,medio,medio
184627,Alemanha,China,21,ruim,medio
11228,Alemanha,China,21,bom,medio
62134,EUA,Nigéria,3,ruim,medio
284535,China,China,10,ruim,medio
3309,China,China,9,bom,baixo
170284,Brasil,China,20,medio,medio
147353,China,Nigéria,3,medio,medio
3149,Alemanha,Nigéria,12,medio,baixo
221546,Brasil,Nigéria,9,ruim,medio
211446,Brasil,China,16,medio,medio
31511,Nigéria,Nigéria,5,ruim,medio
237711,Brasil,EUA,10,medio,medio
975658,Brasil,Brasil,1,medio,medio
242854,Nigéria,Alemanha,11,medio,medio
104127,Nigéria,Nigéria,22,ruim,medio
18379,China,EUA,21,bom,medio
64973,EUA,Alemanha,23,medio,medio
217155,Nigéria,Brasil,8,medio,medio
190974,Brasil,China,5,medio,medio
276371,Alemanha,China,19,medio,medio
327686,Alemanha,EUA,10,ruim,medio
415375,Brasil,Alemanha,1,ruim,medio
368336,Alemanha,Brasil,12,medio,medio
346522,Nigéria,EUA,4,medio,medio
72398,Nigéria,Brasil,9,medio,medio
158441,Nigéria,EUA,17,medio,medio
3103,EUA,EUA,14,bom,baixo
7906,Alemanha,EUA,22,ruim,medio
3996,EUA,Brasil,0,bom,baixo
30968,Alemanha,Brasil,23,bom,medio
147725,Alemanha,Nigéria,12,ruim,medio
189835,China,Brasil,8,ruim,medio
70446,China,Nigéria,23,medio,medio
199166,China,China,4,medio,medio
13636,Alemanha,Brasil,13,bom,medio
200985,Alemanha,EUA,21,medio,medio
215909,Nigéria,Brasil,22,ruim,medio
7031,Brasil,Nigéria,19,bom,medio
478501,Alemanha,Brasil,0,medio,medio
21296,China,EUA,5,bom,medio
120337,EUA,EUA,4,ruim,medio
